genre,lyric
발라드,어린 햇살 아래서 뛰어놀곤 했었던 가쁜 숨결 굽이진 골목 지나 길을 따라가보면 같은 기억 어른이란 시간은 아직 어색하게도 나를 채워 많은 게 변했다 해 여긴 그대로인걸 you ll feel the same 땀에 젖어 놀았던 우리는 너와 난 이젠 돌아갈 순 없지만 낡아진 서랍 속에서 작았던 서롤 기억해 when i m far from home always 떠올라 난 아직도 반짝이던 네 두 눈 마주 보던 그림자 마주 보던 우리는 여기 still same 시간은 언제나 날 울리는 존재지만 놓질 못해 많은 게 더 지날 땐 여긴 또 하나의 our home 그땐 우린 어딜까 낡아진 서랍 속에서 작았던 서롤 기억해 when i m far from home always 떠올라 난 아직도 반짝이던 네 두 눈 혼자서 숨겼던 널 향한 마음은 알게 하진 않을 거야 널 볼 수 있다면 그걸로 충분해 담을게 두 눈에 언제든 항상 낡아진 서랍 속에서 작았던 서롤 기억해 when i m far from home always 떠올라 난 아직도 반짝이던 네 두 눈 
발라드,너를 위해 해줬었던 말들은 부담을 줬고 네가 내게 해줬던 위로에 나 상처 입었죠 사랑이란 모든 것 주는 거라 너는 말했고 난 서로의 삶을 지키자 했었죠 이번 문제만 넘어가면 전보다 더 나아질 거라 생각했는데 같은 곳을 맴돌고 있었죠 이제는 안될 것 같아 더 이상 힘들 것 같아 날 지워가며 사랑하는 게 좀 더 내게 맞는 사람 찾아 만나는 날 사랑해보려 노력할 것 같아 익숙해져만 가는 서로의 불편함 속에서 이별의 시간은 다가오고 있었죠 사랑하니까 괜찮다고 이 정도면 충분하다고 우린 이겨낼 수 있다고 믿고 있었던 건 내 욕심이었죠 이제는 안될 것 같아 더 이상 힘들 것 같아 날 지워가며 사랑하는 게 좀 더 내게 맞는 사람 찾아 만나는 날 사랑해보려 노력할 것 같아 내가 원하는 사람과 사랑에 빠지게 되는 날 그 날을 기다렸는데 이젠 내게 맞는 사람과 사랑하려 노력하는 게 조금 더 편할 것 같아 그게 덜 아플 것 같아 날 지켜가며 사랑하는 게 좀 더 편하게 지낼 수 있는 그런 사랑하게 되는 게 뜨겁게 사랑했던 날보다 이젠 내게 더 편할 것 같아 
발라드,어느새 어둠이 내린 거리에 깊이 숨겨 두었던 너의 기억 나도 모르게 꺼내어 놓았어 우리 같은 시간에 함께했던 애써 담아 두었던 얘기들이 내게 걸어와 손을 흔들어 사실 또 아무렇지 않은 척해봐도 내 어려운 맘들을 들킬까 봐 흔들린 눈빛을 애써 감추며 널 마주하고 또 난 늘 아무 말도 전하지 못하고 왜 그리 모진 모습들로 너를 그렇게 보내고 그렇게 아파하며 너를 생각해 여전히 그대로인 너의 모습 하지만 많이 낯선 너의 표정 가슴 깊이 머금은 수많은 얘기들 두손 두발 다 들 만큼 싸웠던 때도 등을 지며 너에게 돌아서던 때도 기겁하며 너에게 도망치던 때도 기다렸어 뒤돌아서서 사실 또 아무렇지 않은 척해봐도 내 어려운 맘들을 들킬까 봐 흔들린 눈빛을 애써 감추며 널 마주하고 또 난 늘 아무 말도 전하지 못하고 왜 그리 모진 모습들로 너를 그렇게 보내고 그렇게 아파하며 너를 사실 난 아무렇지 않은척했지만 내 맘속에 남겨진 얘기들을 자꾸만 그려봐 아직도 못 보내는 너를 이렇게 
발라드,밤하늘의 별을 따서 너에게 줄래 너는 내가 사랑하니까 더 소중하니까 오직 너 아니면 안 된다고 외치고 싶어 그저 내 곁에만 있어줘 떠나지 말아줘 참 많이 어색했었죠 널 처음 만난 날 멀리서 좋아하다가 들킨 사람처럼 숨이 가득 차올라서 아무 말 하지 못했는데 너는 말 없이 웃으며 내 손 잡아줬죠 밤하늘의 별을 따서 너에게 줄래 너는 내가 사랑하니까 더 소중하니까 오직 너 아니면 안 된다고 외치고 싶어 그저 내 곁에만 있어줘 떠나지 말아줘 널 좋아하는 내 마음이 표현이 안 돼 꿈이 아니면 좋겠어 자꾸 웃음 나와 내 모든 걸 다 준대도 너에겐 아깝질 않아 이 순간이 영원하길 난 정말 행복해 밤하늘의 별을 따서 너에게 줄래 너는 내가 사랑하니까 더 소중하니까 오직 너 아니면 안 된다고 외치고 싶어 그저 내 곁에만 있어줘 떠나지 말아줘 그저 내 곁에만 있어줘 떠나지 말아줘 많고 많은 사람 중에 너를 만나서 행복하고 싶어 두 번 다시 울지 않을래 오직 내 눈에는 너만 보여 나를 아껴줘 이제부터 혼자가 아니야 우린 함께니까 나나나 난난 난난나 나나나 난난 난난나 나 나나나 난난 난난나 나나난나 나나나 난난 난난나 나나나 난난 난난나 나 나나나 난난 난난나 나나난나 
발라드,달이 차고 내 마음도 차고 이대로 담아 두기엔 너무 안타까워 너를 향해 가는데 달은 내게 오라 손짓하고 귓속에 얘길 하네 지금 이 순간이 바로 그 순간이야 제일 마음에 드는 옷을 입고 노란 꽃 한 송이를 손에 들고 널 바라 보다 그만 나도 모르게 웃어버렸네 이게 아닌데 내 마음은 이게 아닌데 널 위해 준비한 오백 가지 멋진 말이 남았는데 사랑한다는 그 흔한 말이 아니야 그 보단 더욱더 로맨틱하고 달콤한 말을 준비했단 말야 숨이 차고 밤 공기도 차고 두 눈을 감아야만 네 모습이 보여 걸을 수가 없는데 구름 위를 걷는다는 말이 과장이 아니란 걸 알게 됐어 널 알게 된 후부터 나의 모든 건 다 달라졌어 이게 아닌데 내 마음은 이게 아닌데 널 위해 준비한 오백 가지 멋진 말이 남았는데 사랑한다는 그 흔한 말이 아니야 그 보단 더욱더 로맨틱하고 달콤한 말을 준비했단 말야 나를 봐줘요 내 말을 들어봐 줘요 아무리 생각을 하고 또 해도 믿어지지 않을 만큼 사랑해 
발라드,왜 이렇게 우린 지쳤을까 왜 이렇게 다 변했을까 그래 네가 맞아 노력해도 안돼 이제는 나도 정말 모르겠어 알잖아 우린 돌아갈 수 없단 걸 반복됐던 이별 상처만 남은 우리 헤어져도 그런 표정은 하지 마 내가 더 슬퍼지니까 힘들어도 널 지우고 지우고 지울게 안돼 아파도 여기까지야 각자의 자리에서 전부다 잊고 행복하자 이젠 놓아주자 네가 내 전부였던 건 맞아 하지만 미련 갖지 말자 할 만큼 했으니까 헤어져도 그런 표정은 하지 마 내가 더 슬퍼지니까 힘들어도 널 지우고 지우고 지울게 안돼 아파도 여기까지야 각자의 자리에서 전부다 잊고 행복하자 이젠 놓아주자 서로 실망하고 서로 미워했던 날들 우리 조금만 이해했었다면 이제 그만 잡은 손을 놓아줄게 힘들겠지만 태연하게 널 지우고 지우고 지울게 사실 발이 떨어지지 않아 많이 걱정되니까 그립겠지만 안녕 우린 헤어져야만 해 
발라드,일부러 몇 발자국 물러나 내가 없이 혼자 걷는 널 바라본다 옆자리 허전한 너의 풍경 흑백 거리 가운데 넌 뒤돌아본다 그때 알게 되었어 난 널 떠날 수 없단 걸 우리 사이에 그 어떤 힘든 일도 이별보단 버틸 수 있는 것들이었죠 어떻게 이별까지 사랑하겠어 널 사랑하는 거지 사랑이라는 이유로 서로를 포기하고 찢어질 것같이 아파할 수 없어 난 두세 번 더 길을 돌아갈까 적막 짙은 도로 위에 걸음을 포갠다 아무 말 없는 대화 나누며 주마등이 길을 비춘 먼 곳을 본다 그때 알게 되었어 난 더 갈 수 없단 걸 한 발 한 발 이별에 가까워질수록 너와 맞잡은 손이 사라지는 것 같죠 어떻게 이별까지 사랑하겠어 널 사랑하는 거지 사랑이라는 이유로 서로를 포기하고 찢어질 것같이 아파할 수 없어 난 어떻게 내가 어떻게 너를 이후에 우리 바다처럼 깊은 사랑이 다 마를 때까지 기다리는 게 이별일 텐데 어떻게 내가 어떻게 너를 이후에 우리 바다처럼 깊은 사랑이 다 마를 때까지 기다리는 게 이별일 텐데 
발라드,골목길 머뭇하던 첫 안녕을 기억하오 그날의 끄덕임을 난 잊을 수 없다오 길가에 내린 새벽 그 고요를 기억하오 그날의 다섯시를 난 잊을 수 없다오 반듯하게 내린 기다란 속눈썹 아래 몹시도 사랑히 적어둔 글씨들에 이따금 불러주던 형편없는 휘파람에 그 모든 나의 자리에 나 머물러 있다오 아끼던 연필로 그어놓은 밑줄 아래 우리 둘 나란히 적어둔 이름들에 무심한 걱정으로 묶어주던 신발끈에 그 모든 나의 자리에 나 머물러 있다오 좋아하던 봄 노래와 내리는 눈송이에도 어디보다 그대 안에 나 머물러 있다오 나 머물러 있다오 그대 울지 마시오
발라드,네가 없이 웃을 수 있을까 생각만 해도 눈물이나 힘든 시간 날 지켜준 사람 이제는 내가 그댈 지킬 테니 너의 품은 항상 따뜻했어 고단했던 나의 하루에 유일한 휴식처 나는 너 하나로 충분해 긴 말 안 해도 눈빛으로 다 아니깐 한 송이의 꽃이 피고 지는 모든 날 모든 순간 함께해 햇살처럼 빛나고 있었지 나를 보는 네 눈빛은 꿈이라고 해도 좋을 만큼 그 모든 순간은 눈부셨다 불안했던 나의 고된 삶에 한줄기 빛처럼 다가와 날 웃게 해준 너 나는 너 하나로 충분해 긴 말 안 해도 눈빛으로 다 아니깐 한 송이의 꽃이 피고 지는 모든 날 모든 순간 함께해 알 수 없는 미래지만 네 품속에 있는 지금 순간 순간이 영원 했으면 해 갈게 바람이 좋은 날에 햇살 눈부신 어떤 날에 너에게로 처음 내게 왔던 그날처럼 모든 날 모든 순간 함께해 
발라드,높은 언덕 나무처럼 너의 기억은 내게 쉬었다가는 편한 그늘이었어 어느덧 내가 어른이 다 되어버린 지금 아직도 내 안에 다 자라지 못한 머물러 남아있는 기억 you 언제나 늘 같은 나의 가장 자릴 떠난 적 없는 너에 대한 기억 어느 언덕 나무처럼 너의 기억은 내게 쉬었다가는 그늘이었고 마주 닿으면 쓰라리는 상처 같은 이름 떼어낼 수도 없는 떨어지지 않는 딱지 같아 누군가 나에게 물어보면 항상 같은 대답 내 가장 좋았던 날 늘 한 켠이 아렸던 마치 어딘가에 두고 온듯한 잊을 수 없는 기억 어느 언덕 나무처럼 너의 기억은 내게 쉬었다가는 그늘이었고 마주 닿으면 쓰라리는 상처 같은 이름 떼어낼 수도 없는 미워할 수 없는 너의 이름이 내게 들리면 또다시 내 하룬 너에게 치여 살 것 같아서 두려워 높은 언덕 홀로 있는 구름나무 같은 네게 기대고 싶어 마주 닿으면 쓰라리는 상처 같은 이름 떼어 낼 수도 없는 떨어지지 않는 딱지 같아 
발라드,아득한 시간 속에 아직 우리 사랑이 남아있을까 멀어지던 그날의 너를 따라 걸어도 텅 빈 거리엔 미움만 너의 흔적을 마주칠 때마다 익숙함 속에 떠나보내던 소중했던 모든 날들은 후회로 남아 이렇게 또 내게 다가오나 봐 멍하니 혼자 남아 나도 모르게 널 그리워하다 떠오르는 네 생각에 하루를 살아 선명했던 우리의 추억은 만남보다 이별에 남아 여전히 너를 사랑하게 하나 봐 그날처럼 저녁 빛에 밤이 물들면 길게 늘어진 그림자처럼 흩어질 듯 더 커져가는 너의 모습은 아직도 내 안에 가득한가 봐 멍하니 혼자 남아 나도 모르게 널 그리워하다 떠오르는 네 생각에 하루를 살아 선명했던 우리의 추억은 만남보다 이별에 남아 여전히 너를 사랑하고 있나 봐 바보처럼 흩날리는 기억의 모든 순간마다 너를 매일 이렇게 불러본다 꼭 한 번쯤 너에게 해주고 싶었던 말 너무 사랑했다고 다시는 너를 떠나지 않겠다고 여전히 너를 사랑하고 있다고 그날 보다 
발라드,느낌이 오잖아 떨리고 있잖아 언제까지 눈치만 볼 거니 네 맘을 말해봐 딴청 피우지 말란 말이야 네 맘 가는 그대로 지금 내 손을 잡아 어서 내 손을 잡아 우연히 고개를 돌릴 때 마다 눈이 마주치는 건 며칠 밤 내내 꿈속에 나타나 밤새 나를 괴롭히는 건 그 많은 빈자리 중에서 하필 내 옆자릴 고르는 건 나도 모르게 어느새 실없는 웃음 흘리고 있다는 건 그럼 말 다했지 뭐 우리 얘기 좀 할까 느낌이 오잖아 떨리고 있잖아 언제까지 눈치만 볼 거니 네 맘을 말해봐 딴청 피우지 말란 말이야 네 맘 가는 그대로 지금 내 손을 잡아 핸드폰 진동에 심장이 덜컥내려 앉는다는 건 오 나도 모르게 어느새 짓궂은 네 말투 자꾸 듣고 싶은걸 어떡해 저기 멀리 걸어온다 눈이 마주친다 언제까지 넌 모른척 할거니 사랑이 온거야 너와 나 말이야 네가 좋아 정말 못 견딜 만큼 그거면 된거야 더는 생각하지 말란 말이야 네 맘 가는 그대로 느낌이 오잖아 떨리고 있잖아 언제까지 눈치만 볼 거니 네 맘을 말해봐 딴청 피우지 말란 말이야 네 맘 가는 그대로 지금 내 손을 잡아 그냥 내 손을 잡아 지금 내 손을 잡아
발라드,구름에 빛은 흐려지고 창가에 요란히 내리는 빗물 소리만큼 시린 기억들이 내 마음 붙잡고 있는데 갈수록 짙어져 간 그리움에 잠겨 시간을 거슬러 갈 순 없나요 그때처럼만 그대 날 안아주면 괜찮을 텐데 이젠 젖어든 빗길을 따라가 함께한 추억을 돌아봐 흐려진 빗물에 떠오른 그대가 내 눈물 속에서 차올라와 갈수록 짙어져 간 그리움에 잠겨 시간을 거슬러 갈 순 없나요 그때처럼만 그대 날 안아주면 괜찮을 텐데 이젠 흩어져 가 나와 있어주던 그 시간도 그 모습도 다시 그때처럼만 그대를 안아서 시간을 거슬러 갈 순 없나요 한 번이라도 마지막일지라도 괜찮을 텐데 
발라드,이윽고 내가 한눈에 너를 알아봤을 때 모든 건 분명 달라지고 있었어 내 세상은 널 알기 전과 후로 나뉘어 니가 숨 쉬면 따스한 바람이 불어와 니가 웃으면 눈부신 햇살이 비춰 거기 있어줘서 그게 너라서 가끔 내 어깨에 가만히 기대주어서 나는 있잖아 정말 빈틈없이 행복해 너를 따라서 시간은 흐르고 멈춰 물끄러미 너를 들여다 보곤 해 그것 말고는 아무것도 할 수 없어서 너의 모든 순간 그게 나였으면 좋겠다 생각만 해도 가슴이 차올라 나는 온통 너로 보고 있으면 왠지 꿈처럼 아득한 것 몇 광년 동안 날 향해 날아온 별빛 또 지금의 너 거기 있어줘서 그게 너라서 가끔 나에게 조용하게 안겨주어서 나는 있잖아 정말 남김없이 고마워 너를 따라서 시간은 흐르고 멈춰 물끄러미 너를 들여다보곤 해 너를 보는 게 나에게는 사랑이니까 너의 모든 순간 그게 나였으면 좋겠다 생각만 해도 가슴이 차올라 나는 온통 너로 니 모든 순간 나였으면 
발라드,소중한 건 금방 달아날 것만 같아 너를 지우면 그게 나이긴 한 걸까 나의 어제이고 오늘인 너는 아파 눈 감으면 네 생각이 나 사랑했던 모든 날이 좋았어 어쩌려고 내가 너를 놓았을까 나의 세상 나의 시간 잊지 말아요 늘 그리워서 눈이 부시게 너로 반짝이던 가득 빛나던 밤 영원할 줄 알았던 우리의 그때를 사랑이 아니었다 말하지 마요 덜컥 네 생각에 참아왔던 마음이 손쓸 틈 없이 쏟아져 내려 오늘도 구름 낀 하늘 비가 올 것만 같아서 난 하염없이 네 생각이 나 바보처럼 아껴왔던 마음이 지칠 만큼 오늘따라 조금 벅차 나의 세상 나의 시간 잊지 말아요 늘 그리워서 눈이 부시게 너로 반짝이던 가득 빛나던 밤 영원할 줄 알았던 우리의 그때를 사랑이 아니었다 말하지 마요 내일의 너에게 난 어떻게 그려질까 점점 선명해질까 아님 잊혀져갈까 손 내밀면 닿을 것 같은 그때의 기억 늘 그리워서 모든 시간이 너로 가득했어 아련한 꿈처럼 소중하고 또 애틋한 우리의 그때를 사랑이 아니었다 말하지 말아요 
발라드,그림 같은 집이 뭐 별거겠어요 어느 곳이든 그대가 있다면 그게 그림이죠 빛나는 하루가 뭐 별거겠어요 어떤 하루던 그대 함께라면 뭐가 필요하죠 나 그대가 있지만 힘든 세상이 아니라 힘든 세상 이지만 곁에 그대가 있음을 깨닫고 또 감사해요 또 기도해요 내 곁에서 변치 않고 영원하길 기도 드리죠 무려 우리 함께 눈뜨는 아침과 매일 그댈 만나 돌아오는 집 앞 나 만의 그대 나의 그대 내겐 사치라는걸 과분한 입맞춤에 취해 잠이 드는 일 그래 사치 그댄 사치 내겐 사치 행복이란 말이 뭐 별거겠어요 그저 그대의 잠꼬대 마저 날 기쁘게 하는데 사랑이란 말이 뭐 별거겠어요 그저 이렇게 보고만 있어도 입에서 맴돌죠 나 그대가 있지만 거친 세상이 아니라 거친 세상 이지만 내겐 그대가 있음을 깨닫고 또 다짐하죠 또 약속하죠 그대 곁에 변치않고 영원하길 약속할게요 무려 우리 함께 눈뜨는 아침과 매일 그댈 만나 돌아오는 집 앞 나 만의 그대 나의 그대 내겐 사치 라는걸 과분한 입맞춤에 취해 잠이 드는 일 그래 사치 그댄 사치 내겐 사치 내가 상상하고 꿈꾸던 사람 그대 정말 사랑하고 있다고 나 말 할 수 있어서 믿을 수 없어 정말 믿을 수 없어 내가 어떻게 내가 감히 사랑할 수 있는지 말야 무려 우리 함께 잠드는 이 밤과 매일 나를 위해 차려진 이 식탁 나 만의 그대 나의 그대 내겐 사치 라는걸 과분한 입맞춤에 취해 잠에 드는 일 그래 사치 그댄 사치 내겐 사치 
